Species Name,Formula,Image,¦¤fH¡ã(0K),delta_H(298.15K),Uncertainty,Units,Molecular ,,(Molecular,mass)
Isofulminic acid cation,[HONC]+ (g),,1377.1,1375,¡À 2.9,kJ/mol,43.02423 ¡À,,43.02423 ¡À,0.00086
,,,,,,,0.00086,,,
Isocyanogen bromide cation,[BrNC]+ (g),,1469.9,1464.2,¡À 5.9,kJ/mol,105.9209 ¡À,,105.9209 ¡À,0.0013
,,,,,,,0.0013,,,
Hydroxyaminylium,[HNOH]+ (g),,1019.6,1012.4,¡À 2.5,kJ/mol,32.02147 ¡À,,32.02147 ¡À,0.00034
,,,,,,,0.00034,,,
"1,2-Difluoroethene",CHFCHF (g),,-302.98,-309.08,¡À 0.99,kJ/mol,64.0341 ¡À,,64.0341 ¡À,0.0016
,,,,,,,0.0016,,,
Chlorine chlorite,ClOClO (g),,168.6,166.4,¡À 1.3,kJ/mol,102.9042 ¡À,,102.9042 ¡À,0.0019
,,,,,,,0.0019,,,
Difluorodioxidane anion,[FOOF]- (g),,-251,-251,¡À 28.,kJ/mol,69.99615 ¡À,,69.99615 ¡À,0.0006
,,,,,,,0.0006,,,
Chlorohydroxymethyl,CH(Cl)OH (g),,-54.9,-60.6,¡À 1.1,kJ/mol,65.4787 ¡À,,65.4787 ¡À,0.0012
,,,,,,,0.0012,,,
Diazene,"HNNH (g, trans-cis-iso equilib)",,207.1,199.96,¡À 0.44,kJ/mol,30.02936 ¡À,,30.02936 ¡À,0.0002
,,,,,,,0.0002,,,
Difluorovinylidene anion,[CCF2]- (g),,-88.2,-87.1,¡À 2.3,kJ/mol,62.0188 ¡À,,62.0188 ¡À,0.0016
,,,,,,,0.0016,,,
Carbon atom,"C (g, quintuplet)",,1114.962,1120.109,¡À 0.047,kJ/mol,12.01070 ¡À,,12.01070 ¡À,0.0008
,,,,,,,0.0008,,,
Dibromovinylidene,CCBr2 (g),,510,498.9,¡À 4.1,kJ/mol,183.8294 ¡À,,183.8294 ¡À,0.0026
,,,,,,,0.0026,,,
Fluorovinylidene,CCHF (g),,298.9,300,¡À 3.1,kJ/mol,44.0277 ¡À,,44.0277 ¡À,0.0016
,,,,,,,0.0016,,,
Hydrazine anion,[NH2NH2]- (g),,232.1,217.8,¡À 4.1,kJ/mol,32.04579 ¡À,,32.04579 ¡À,0.00031
,,,,,,,0.00031,,,
Bromovinylidene,CCHBr (g),,466.1,460.1,¡À 3.8,kJ/mol,104.9333 ¡À,,104.9333 ¡À,0.0019
,,,,,,,0.0019,,,
Chloroethane,"CH3CH2Cl (cr,l)",,-134.28,-135.9,¡À 0.27,kJ/mol,64.5138 ¡À,,64.5138 ¡À,0.0019
,,,,,,,0.0019,,,
Oxiranylium,[CH2(CHO)]+ (g),,901.1,893.1,¡À 1.5,kJ/mol,43.0441 ¡À,,43.0441 ¡À,0.0016
,,,,,,,0.0016,,,
Water dimer cation,[(H2O)2]+ (g),,556.8,546.4,¡À 3.0,kJ/mol,36.03001 ¡À,,36.03001 ¡À,0.00066
,,,,,,,0.00066,,,
Hydrogen peroxide cation,"[H2O2]+ (g, cis, ortho)",,931.43,924.55,¡À 0.94,kJ/mol,34.01413 ¡À,,34.01413 ¡À,0.00062
,,,,,,,0.00062,,,
1-Methoxyethenol,CH2C(OH)OCH3 (g),,-284.7,-303.2,¡À 1.7,kJ/mol,74.0785 ¡À,,74.0785 ¡À,0.0025
,,,,,,,0.0025,,,
Fluoro(fluorooxy)methylene,FCOF (g),,-134.8,-136,¡À 1.3,kJ/mol,66.00691 ¡À,,66.00691 ¡À,0.00085
,,,,,,,0.00085,,,
Trioxodinitrate anion,[ONN(O)O]- (g),,-104.3,-107.5,¡À 1.9,kJ/mol,76.01223 ¡À,,76.01223 ¡À,0.00091
,,,,,,,0.00091,,,
Tetraoxidanyl,HOOOO (g),,2,0.2,¡À 3.0,kJ/mol,65.0055 ¡À,,65.0055 ¡À,0.0012
,,,,,,,0.0012,,,
Ethylidene,CH3CH (g),,361.35,354.37,¡À 0.76,kJ/mol,28.0532 ¡À,,28.0532 ¡À,0.0016
,,,,,,,0.0016,,,
Oxiranyl anion,[CH2(CHO)]- (g),,121.1,113.2,¡À 1.6,kJ/mol,43.0452 ¡À,,43.0452 ¡À,0.0016
,,,,,,,0.0016,,,
Propargylenide,[HCCCH]- (g),,434.4,437.6,¡À 1.1,kJ/mol,38.0485 ¡À,,38.0485 ¡À,0.0024
,,,,,,,0.0024,,,
Dinitrogen anion,[N2]- (g),,192.5,192.5,¡À 1.7,kJ/mol,28.01403 ¡À,,28.01403 ¡À,0.00014
,,,,,,,0.00014,,,
Formylimidogen,"HC(O)N (g, triplet)",,245.3,242.2,¡À 4.6,kJ/mol,43.02478 ¡À,,43.02478 ¡À,0.00086
,,,,,,,0.00086,,,
Phosgene cation,[CCl2O]+ (g),,897.1,896,¡À 1.7,kJ/mol,98.9150 ¡À,,98.9150 ¡À,0.002
,,,,,,,0.002,,,
Phosgene,"CCl2O (cr, l, I+liquid)",,,-242.73,¡À 0.27,kJ/mol,98.9155 ¡À,,98.9155 ¡À,0.002
,,,,,,,0.002,,,
Phosgene,"CCl2O (cr, l, II+liquid)",,-255.44,-242.73,¡À 0.27,kJ/mol,98.9155 ¡À,,98.9155 ¡À,0.002
,,,,,,,0.002,,,
Water,"H2O (g, ortho)",,-238.648,-241.836,¡À 0.027,kJ/mol,18.01528 ¡À,,18.01528 ¡À,0.00033
,,,,,,,0.00033,,,
Chloro(chlorooxy)methylene,ClCOCl (g),,73.5,73.9,¡À 3.6,kJ/mol,98.9155 ¡À,,98.9155 ¡À,0.002
,,,,,,,0.002,,,
Chloro(chlorooxy)methylene,"ClCOCl (g, trans)",,98,105,¡À 15.,kJ/mol,98.9155 ¡À,,98.9155 ¡À,0.002
,,,,,,,0.002,,,
Chlorine trifluoride anion,[FCl(F)F]- (g),,-480.4,-481.9,¡À 3.6,kJ/mol,92.44846 ¡À,,92.44846 ¡À,0.0009
,,,,,,,0.0009,,,
Formic acid cation,[HC(O)OH]+ (g),,721.87,715.34,¡À 0.26,kJ/mol,46.0248 ¡À,,46.0248 ¡À,0.001
,,,,,,,0.001,,,
Cyanogen bromide cation,[BrCN]+ (g),,1331.3,1325,¡À 1.1,kJ/mol,105.9209 ¡À,,105.9209 ¡À,0.0013
,,,,,,,0.0013,,,
Formic acid anion,[HC(O)OH]- (g),,-256.2,-262.3,¡À 1.8,kJ/mol,46.0259 ¡À,,46.0259 ¡À,0.001
,,,,,,,0.001,,,
Chlorohydroxymethylene,"ClCOH (g, cis)",,14.3,11.4,¡À 3.2,kJ/mol,64.4707 ¡À,,64.4707 ¡À,0.0012
,,,,,,,0.0012,,,
Chlorohydroxymethylene,ClCOH (g),,13.9,11.2,¡À 2.6,kJ/mol,64.4707 ¡À,,64.4707 ¡À,0.0012
,,,,,,,0.0012,,,
Nitrogen atom,"N (g, doublet)",,700.555,702.458,¡À 0.024,kJ/mol,14.006740 ¡À,,14.006740 ¡À,0.00007
,,,,,,,0.00007,,,
(Chlorooxy)methylene,"HCOCl (g, trans)",,155.4,155.2,¡À 3.7,kJ/mol,64.4707 ¡À,,64.4707 ¡À,0.0012
,,,,,,,0.0012,,,
(Chlorooxy)methylene,HCOCl (g),,119.1,117.8,¡À 2.7,kJ/mol,64.4707 ¡À,,64.4707 ¡À,0.0012
,,,,,,,0.0012,,,
Hydrodioxonitrate,[HN(O)O]- (g),,-62.3,-68.8,¡À 3.3,kJ/mol,47.01403 ¡À,,47.01403 ¡À,0.00061
,,,,,,,0.00061,,,
Dioxohydrazine,"ONNO (g, trans)",,192.2,188.7,¡À 1.8,kJ/mol,60.01228 ¡À,,60.01228 ¡À,0.00062
,,,,,,,0.00062,,,
Chloroformyl anion,[ClCO]- (g),,-356.5,-352.9,¡À 3.3,kJ/mol,63.4633 ¡À,,63.4633 ¡À,0.0012
,,,,,,,0.0012,,,
2-Hydroxyethyl,CH2CH2OH (g),,-13.06,-26.32,¡À 0.61,kJ/mol,45.0605 ¡À,,45.0605 ¡À,0.0017
,,,,,,,0.0017,,,
Diazoethenylidene cation,[NNCC]+ (g),,1771.3,1773.3,¡À 3.5,kJ/mol,52.0343 ¡À,,52.0343 ¡À,0.0016
,,,,,,,0.0016,,,
Diazoethenylidene anion,[NNCC]- (g),,529.8,532.4,¡À 3.5,kJ/mol,52.0354 ¡À,,52.0354 ¡À,0.0016
,,,,,,,0.0016,,,
Ethylene anion,[CH2CH2]- (g),,232,225.6,¡À 2.0,kJ/mol,28.0537 ¡À,,28.0537 ¡À,0.0016
,,,,,,,0.0016,,,
Oxoiodonium,[IO]+ (g),,1066.1,1064.1,¡À 1.9,kJ/mol,142.90332 ¡À,,142.90332 ¡À,0.0003
,,,,,,,0.0003,,,
1-Propen-1-yl-3-ylidene,CHCHCH (g),,657.4,654,¡À 1.5,kJ/mol,39.0559 ¡À,,39.0559 ¡À,0.0024
,,,,,,,0.0024,,,
Hydroxyformyl,HOCO (g),,-181.2,-183.74,¡À 0.50,kJ/mol,45.0174 ¡À,,45.0174 ¡À,0.001
,,,,,,,0.001,,,
Hydroxyformyl anion,[HOCO]- (g),,-319.52,-321.38,¡À 0.60,kJ/mol,45.0180 ¡À,,45.0180 ¡À,0.001
,,,,,,,0.001,,,
2-Iodoethanol,ICH2CH2OH (g),,-132,-150.2,¡À 2.5,kJ/mol,171.9650 ¡À,,171.9650 ¡À,0.0017
,,,,,,,0.0017,,,
Dioxodiazoxane,ONONO (g),,93,88.1,¡À 1.3,kJ/mol,76.01168 ¡À,,76.01168 ¡À,0.00091
,,,,,,,0.00091,,,
Carbonylmethyloxonium,[CH3OCO]+ (g),,561.4,553.2,¡À 3.2,kJ/mol,59.0435 ¡À,,59.0435 ¡À,0.0017
,,,,,,,0.0017,,,
Hydrogen peroxide cation,"[H2O2]+ (g, trans, para)",,897.78,890.77,¡À 0.37,kJ/mol,34.01413 ¡À,,34.01413 ¡À,0.00062
,,,,,,,0.00062,,,
Methoxyoxomethyl,CH3OCO (g),,-152.5,-160.2,¡À 1.5,kJ/mol,59.0440 ¡À,,59.0440 ¡À,0.0017
,,,,,,,0.0017,,,
Methoxyoxomethyl,"CH3OCO (g, syn-staggered)",,-151.8,-160.8,¡À 2.3,kJ/mol,59.0440 ¡À,,59.0440 ¡À,0.0017
,,,,,,,0.0017,,,
Nitrosyl nitrate,ONONO2 (g),,48.3,40.4,¡À 1.8,kJ/mol,92.0111 ¡À,,92.0111 ¡À,0.0012
,,,,,,,0.0012,,,
Isocyanomethane,"CH3NC (cr,l)",,,146.5,¡À 2.3,kJ/mol,41.0520 ¡À,,41.0520 ¡À,0.0016
,,,,,,,0.0016,,,
Methoxyoxomethyl,"CH3OCO (g, anti-eclipsed)",,-151.6,-159.7,¡À 2.3,kJ/mol,59.0440 ¡À,,59.0440 ¡À,0.0017
,,,,,,,0.0017,,,
Difluorodioxidanium,[FOOF]+ (g),,1283.6,1280,¡À 2.3,kJ/mol,69.99506 ¡À,,69.99506 ¡À,0.0006
,,,,,,,0.0006,,,
Cyclopropane,CH2(CH2CH2) (l),,41.41,35.73,¡À 0.54,kJ/mol,42.0797 ¡À,,42.0797 ¡À,0.0024
,,,,,,,0.0024,,,
Pentachloroethylium,[CCl3CCl2]+ (g),,836.1,834.5,¡À 3.3,kJ/mol,201.2844 ¡À,,201.2844 ¡À,0.0048
,,,,,,,0.0048,,,
Oxonium,"[H3O]+ (g, ortho)",,605.9,599.08,¡À 0.17,kJ/mol,19.02267 ¡À,,19.02267 ¡À,0.00037
,,,,,,,0.00037,,,
Acetyloxoniumylidene,"[CH3C(O)O]+ (g, triplet)",,891.7,883.3,¡À 3.0,kJ/mol,59.0435 ¡À,,59.0435 ¡À,0.0017
,,,,,,,0.0017,,,
Pentachloroethanide,[CCl3CCl2]- (g),,-283.8,-282.3,¡À 3.9,kJ/mol,201.2854 ¡À,,201.2854 ¡À,0.0048
,,,,,,,0.0048,,,
Peroxychlorous acid,HOOClO (g),,96.2,90.6,¡À 2.1,kJ/mol,84.4588 ¡À,,84.4588 ¡À,0.0013
,,,,,,,0.0013,,,
Imidogen,"NH (g, singlet)",,509.34,509.39,¡À 0.18,kJ/mol,15.014680 ¡À,,15.014680 ¡À,0.000099
,,,,,,,0.000099,,,
Hydroxyamidogen,HNOH (g),,101.5,94.7,¡À 1.1,kJ/mol,32.02202 ¡À,,32.02202 ¡À,0.00034
,,,,,,,0.00034,,,
Trihydrogen,"H(HH) (g, TS)",,477.4,474.7,¡À 2.3,kJ/mol,3.02382 ¡À,,3.02382 ¡À,0.00021
,,,,,,,0.00021,,,
Trihydrogen,"HHH (g, TS)",,254.5,250.7,¡À 1.2,kJ/mol,3.02382 ¡À,,3.02382 ¡À,0.00021
,,,,,,,0.00021,,,
Cyanic fluoride cation,[FCN]+ (g),,1294.5,1294.9,¡À 1.1,kJ/mol,45.01529 ¡À,,45.01529 ¡À,0.0008
,,,,,,,0.0008,,,
Fluorosyl fluoride cation,[FFO]+ (g),,1413,1413.4,¡À 3.5,kJ/mol,53.99566 ¡À,,53.99566 ¡À,0.0003
,,,,,,,0.0003,,,
O--HH Complex,"(H2)(O) (g, vdW C2v ?)",,247.2,248.2,¡À 2.0,kJ/mol,18.01528 ¡À,,18.01528 ¡À,0.00033
,,,,,,,0.00033,,,
Bromine atom,"Br (g, 2P1/2)",,161.998,155.935,¡À 0.056,kJ/mol,79.90400 ¡À,,79.90400 ¡À,0.001
,,,,,,,0.001,,,
Hydroperoxonium,"[H2OOH]+ (g, cis)",,762.5,752.7,¡À 2.0,kJ/mol,35.02207 ¡À,,35.02207 ¡À,0.00064
,,,,,,,0.00064,,,
3-Chloro-3-methyl-3H-diazirine,(NNC)ClCH3 (g),,230,218,¡À 40.,kJ/mol,90.5114 ¡À,,90.5114 ¡À,0.0019
,,,,,,,0.0019,,,
Cyanogen chloride cation,[ClCN]+ (g),,1326.02,1327.35,¡À 0.97,kJ/mol,61.4696 ¡À,,61.4696 ¡À,0.0012
,,,,,,,0.0012,,,
Dicarbon monoxide,CCO (g),,377.29,381.33,¡À 0.98,kJ/mol,40.0208 ¡À,,40.0208 ¡À,0.0016
,,,,,,,0.0016,,,
Cyanogen iodide cation,[ICN]+ (g),,1271.5,1271.3,¡À 1.6,kJ/mol,152.92136 ¡À,,152.92136 ¡À,0.0008
,,,,,,,0.0008,,,
(Formyloxy)methyl,HC(O)OCH2 (g),,-151.9,-160,¡À 1.3,kJ/mol,59.0440 ¡À,,59.0440 ¡À,0.0017
,,,,,,,0.0017,,,
Isocyanic acid anion,[HNCO]- (g),,-54.2,-57.3,¡À 3.0,kJ/mol,43.02533 ¡À,,43.02533 ¡À,0.00086
,,,,,,,0.00086,,,
Carboxymethyl,CH2C(O)OH (g),,-227.4,-237.3,¡À 1.2,kJ/mol,59.0440 ¡À,,59.0440 ¡À,0.0017
,,,,,,,0.0017,,,
Trihydrogen cation,"[H3]+ (g, ortho)",,1110.577,1106.695,¡À 0.013,kJ/mol,3.02327 ¡À,,3.02327 ¡À,0.00021
,,,,,,,0.00021,,,
Chlorine pentafluoride anion,[FCl(F)(F)(F)F]- (g),,-619.2,-622.7,¡À 4.4,kJ/mol,130.44526 ¡À,,130.44526 ¡À,0.0009
,,,,,,,0.0009,,,
Water,"H2O (cr, l, eq.press.)",,-286.304,-285.832,¡À 0.027,kJ/mol,18.01528 ¡À,,18.01528 ¡À,0.00033
,,,,,,,0.00033,,,
Propylidyne,CH3CH2C (g),,492.4,482.8,¡À 1.2,kJ/mol,41.0718 ¡À,,41.0718 ¡À,0.0024
,,,,,,,0.0024,,,
"1,2-Dichloroethene",CHClCHCl (g),,3.45,-1.87,¡À 0.54,kJ/mol,96.9427 ¡À,,96.9427 ¡À,0.0024
,,,,,,,0.0024,,,
COC vdW,(CO)(C) (g),,590,598.7,¡À 1.7,kJ/mol,40.0208 ¡À,,40.0208 ¡À,0.0016
,,,,,,,0.0016,,,
Diazene cation,"[HNNH]+ (g, trans-iso-cis equilib)",,1132.47,1125.81,¡À 0.66,kJ/mol,30.02881 ¡À,,30.02881 ¡À,0.0002
,,,,,,,0.0002,,,
Cyclopentadienide,[CH(CHCHCHCH)]- (g),,100,87,¡À 1.1,kJ/mol,65.0937 ¡À,,65.0937 ¡À,0.004
,,,,,,,0.004,,,
Chlorine atom,"Cl (g, 2P1/2)",,130.176,131.783,¡À 0.0011,kJ/mol,35.45270 ¡À,,35.45270 ¡À,0.0009
,,,,,,,0.0009,,,
Oxonium,[H3O]+ (aq),,,-285.83,¡À 0.027,kJ/mol,19.02267 ¡À,,19.02267 ¡À,0.00037
,,,,,,,0.00037,,,
Nitrosyl nitrite anion,[ONONO]- (g),,-103.1,-106.2,¡À 2.8,kJ/mol,76.01223 ¡À,,76.01223 ¡À,0.00091
,,,,,,,0.00091,,,
2-Methoxy-2-oxoethyl,CH2C(O)OCH3 (g),,-203.4,-218.6,¡À 1.6,kJ/mol,73.0706 ¡À,,73.0706 ¡À,0.0025
,,,,,,,0.0025,,,
trans-Cycloheptene,CH2(CHCHCH2CH2CH2CH2 (g),,141.5,103.5,¡À 1.9,kJ/mol,96.1702 ¡À,,96.1702 ¡À,0.0057
,,,,,,,0.0057,,,
Isocyanogen chloride cation,[ClNC]+ (g),,1480.8,1482,¡À 3.9,kJ/mol,61.4696 ¡À,,61.4696 ¡À,0.0012
,,,,,,,0.0012,,,
2-Cyclopropyn-1-ylidene,C(CC) (g),,898.9,905.8,¡À 1.6,kJ/mol,36.0321 ¡À,,36.0321 ¡À,0.0024
,,,,,,,0.0024,,,
Trioxidaniumyl,[HOOOH]+ (g),,925.4,916.5,¡À 1.5,kJ/mol,50.01353 ¡À,,50.01353 ¡À,0.00091
,,,,,,,0.00091,,,
Trihydrogen,"H(HH) (g, Ry)",,745.878,743.199,¡À 0.062,kJ/mol,3.02382 ¡À,,3.02382 ¡À,0.00021
,,,,,,,0.00021,,,
(Acetyloxy)methyl,CH3C(O)OCH2 (g),,-200.8,-214.5,¡À 1.6,kJ/mol,73.0706 ¡À,,73.0706 ¡À,0.0025
,,,,,,,0.0025,,,
Cyanogen chloride anion,[ClCN]- (g),,46.6,51,¡À 3.1,kJ/mol,61.4707 ¡À,,61.4707 ¡À,0.0012
,,,,,,,0.0012,,,
Oxoethylidene,HCC(O)H (g),,261.2,258.4,¡À 1.6,kJ/mol,42.0367 ¡À,,42.0367 ¡À,0.0016
,,,,,,,0.0016,,,
Isocyanic fluoride cation,[FNC]+ (g),,1618.4,1619,¡À 4.0,kJ/mol,45.01529 ¡À,,45.01529 ¡À,0.0008
,,,,,,,0.0008,,,
C=O-C cation,[COC]+ (g),,1576.2,1583.3,¡À 2.4,kJ/mol,40.0203 ¡À,,40.0203 ¡À,0.0016
,,,,,,,0.0016,,,
2-Oxo-1-ethylium-1-yl,"[HCC(O)H]+ (g, quartet)",,1289.5,1286.8,¡À 2.7,kJ/mol,42.0361 ¡À,,42.0361 ¡À,0.0016
,,,,,,,0.0016,,,
1-Propen-1-yl-3-ylidene,"CHCHCH (g, c-t quartet)",,657.4,653.8,¡À 2.2,kJ/mol,39.0559 ¡À,,39.0559 ¡À,0.0024
,,,,,,,0.0024,,,
Water,"H2O (cr, eq.press.)",,-286.304,-292.745,¡À 0.027,kJ/mol,18.01528 ¡À,,18.01528 ¡À,0.00033
,,,,,,,0.00033,,,
Phenol cation,[C6H5OH]+ (g),,746.18,727.39,¡À 0.65,kJ/mol,94.1107 ¡À,,94.1107 ¡À,0.0048
,,,,,,,0.0048,,,
Phenol anion,[C6H5OH]- (g),,22.8,7.9,¡À 4.9,kJ/mol,94.1118 ¡À,,94.1118 ¡À,0.0048
,,,,,,,0.0048,,,
Dichlorovinylidene,CCCl2 (g),,421.6,424.8,¡À 3.0,kJ/mol,94.9268 ¡À,,94.9268 ¡À,0.0024
,,,,,,,0.0024,,,
Chlorovinylidene,CCHCl (g),,428,429.8,¡À 3.0,kJ/mol,60.4820 ¡À,,60.4820 ¡À,0.0018
,,,,,,,0.0018,,,
Oxoethylidene anion,[HCC(O)H]- (g),,87,84.3,¡À 2.3,kJ/mol,42.0372 ¡À,,42.0372 ¡À,0.0016
,,,,,,,0.0016,,,
Carbon atom,C (diamond),,2.391,1.863,¡À 0.044,kJ/mol,12.01070 ¡À,,12.01070 ¡À,0.0008
,,,,,,,0.0008,,,
Dioxymethylene,HCOO (g),,341.8,339.8,¡À 3.0,kJ/mol,45.0174 ¡À,,45.0174 ¡À,0.001
,,,,,,,0.001,,,
Diazenide,[NNH]- (g),,175.7,176.7,¡À 1.6,kJ/mol,29.02197 ¡À,,29.02197 ¡À,0.00016
,,,,,,,0.00016,,,
Benzaldehyde cation,[C6H5C(O)H]+ (g),,896.7,880.1,¡À 1.9,kJ/mol,106.1214 ¡À,,106.1214 ¡À,0.0056
,,,,,,,0.0056,,,
Benzaldehyde anion,[C6H5C(O)H]- (g),,-60.3,-77.9,¡À 1.2,kJ/mol,106.1225 ¡À,,106.1225 ¡À,0.0056
,,,,,,,0.0056,,,
Cyanic acid cation,[HOCN]+ (g),,1135.9,1133.3,¡À 2.9,kJ/mol,43.02423 ¡À,,43.02423 ¡À,0.00086
,,,,,,,0.00086,,,
"Hypochloroperoxoous acid, hydroxy ester",HOOOCl (g),,49.1,42.3,¡À 1.9,kJ/mol,84.4588 ¡À,,84.4588 ¡À,0.0013
,,,,,,,0.0013,,,
Isocyanic fluoride anion,[FNC]- (g),,74.3,76,¡À 5.7,kJ/mol,45.01639 ¡À,,45.01639 ¡À,0.0008
,,,,,,,0.0008,,,
Nitrosodioxaziridine,"ONN(OO) (g, cis)",,413.8,408.1,¡À 3.2,kJ/mol,76.01168 ¡À,,76.01168 ¡À,0.00091
,,,,,,,0.00091,,,
Oxoniumyl ion,"[H2O]+ (g, para)",,978.716,975.565,¡À 0.028,kJ/mol,18.01473 ¡À,,18.01473 ¡À,0.00033
,,,,,,,0.00033,,,
Oxirene,O(CHCH) (g),,272.91,270.76,¡À 0.96,kJ/mol,42.0367 ¡À,,42.0367 ¡À,0.0016
,,,,,,,0.0016,,,
"1,2-Propadien-1-yl-3-ylidene anion","[CCC]- (g, lin)",,622,629.4,¡À 1.3,kJ/mol,36.0326 ¡À,,36.0326 ¡À,0.0024
,,,,,,,0.0024,,,
Oxirene,"O(CHCH) (g, triplet)",,387.9,384.5,¡À 1.7,kJ/mol,42.0367 ¡À,,42.0367 ¡À,0.0016
,,,,,,,0.0016,,,
Fluoromethane cation,[CH3F]+ (g),,981.81,974.31,¡À 0.62,kJ/mol,34.03237 ¡À,,34.03237 ¡À,0.00083
,,,,,,,0.00083,,,
Hydrobromate ion,[HBr]- (g),,-6,-12.5,¡À 4.3,kJ/mol,80.9125 ¡À,,80.9125 ¡À,0.001
,,,,,,,0.001,,,
Fluoromethane,CH3F (l),,,-245.75,¡À 0.45,kJ/mol,34.03292 ¡À,,34.03292 ¡À,0.00083
,,,,,,,0.00083,,,
Diazanide,[NH2NH]- (g),,249.4,239.3,¡À 3.1,kJ/mol,31.03785 ¡À,,31.03785 ¡À,0.00025
,,,,,,,0.00025,,,
Ethynol cation,[HCCOH]+ (g),,1063.9,1061.2,¡À 3.1,kJ/mol,42.0361 ¡À,,42.0361 ¡À,0.0016
,,,,,,,0.0016,,,
Nitrosodioxaziridine,"ONN(OO) (g, gauche)",,415.3,409.5,¡À 2.8,kJ/mol,76.01168 ¡À,,76.01168 ¡À,0.00091
,,,,,,,0.00091,,,
Chloromethane,CH3Cl (l),,-106.4,-102.44,¡À 0.20,kJ/mol,50.4872 ¡À,,50.4872 ¡À,0.0012
,,,,,,,0.0012,,,
Hydroperoxyimidogen,"HOON (g, cis)",,111.8,108.9,¡À 2.8,kJ/mol,47.01348 ¡À,,47.01348 ¡À,0.00061
,,,,,,,0.00061,,,
Methyl bromide cation,[CH3Br]+ (g),,996.24,981.32,¡À 0.18,kJ/mol,94.9380 ¡À,,94.9380 ¡À,0.0013
,,,,,,,0.0013,,,
Ethynol anion,[HCCOH]- (g),,163.6,165.1,¡À 3.4,kJ/mol,42.0372 ¡À,,42.0372 ¡À,0.0016
,,,,,,,0.0016,,,
Ethynol,HCCOH (g),,95.4,92.9,¡À 1.2,kJ/mol,42.0367 ¡À,,42.0367 ¡À,0.0016
,,,,,,,0.0016,,,
Acetone enol,CH3C(OH)CH2 (g),,-151.9,-168.7,¡À 1.1,kJ/mol,58.0791 ¡À,,58.0791 ¡À,0.0025
,,,,,,,0.0025,,,
Peroxychlorous acid,"HOOClO (g, perp ?)",,102.3,96.2,¡À 3.7,kJ/mol,84.4588 ¡À,,84.4588 ¡À,0.0013
,,,,,,,0.0013,,,
Cyanomethylium,[CH2CN]+ (g),,1255.9,1253.2,¡À 1.9,kJ/mol,40.0435 ¡À,,40.0435 ¡À,0.0016
,,,,,,,0.0016,,,
Methanediol,CH2(OH)2 (g),,-379.38,-392.77,¡À 0.93,kJ/mol,48.0413 ¡À,,48.0413 ¡À,0.001
,,,,,,,0.001,,,
Hydroperoxonium,[H2OOH]+ (g),,738.1,727.8,¡À 1.2,kJ/mol,35.02207 ¡À,,35.02207 ¡À,0.00064
,,,,,,,0.00064,,,
Isocyanogen chloride anion,[ClNC]- (g),,102.7,107.2,¡À 3.9,kJ/mol,61.4707 ¡À,,61.4707 ¡À,0.0012
,,,,,,,0.0012,,,
Peroxyhypochlorous acid cation,[HOOCl]+ (g),,1030.3,1024.5,¡À 2.5,kJ/mol,68.4589 ¡À,,68.4589 ¡À,0.0011
,,,,,,,0.0011,,,
Nitrosodioxaziridine,ONN(OO) (g),,413.6,408.2,¡À 1.8,kJ/mol,76.01168 ¡À,,76.01168 ¡À,0.00091
,,,,,,,0.00091,,,
Ethynol,"HCCOH (g, t-c triplet)",,406.6,403.3,¡À 3.2,kJ/mol,42.0367 ¡À,,42.0367 ¡À,0.0016
,,,,,,,0.0016,,,
Oxide,[O]-2 (g),,651,653,¡À 15.,kJ/mol,16.00050 ¡À,,16.00050 ¡À,0.0003
,,,,,,,0.0003,,,
Methyl nitrite,"CH3ONO (g, trans)",,-52.5,-64.46,¡À 0.90,kJ/mol,61.0401 ¡À,,61.0401 ¡À,0.001
,,,,,,,0.001,,,
Methyl nitrite,"CH3ONO (cr,l)",,,-88.85,¡À 0.56,kJ/mol,61.0401 ¡À,,61.0401 ¡À,0.001
,,,,,,,0.001,,,
"1,2-Dibromoethene",CHBrCHBr (g),,120.9,100.8,¡À 2.1,kJ/mol,185.8453 ¡À,,185.8453 ¡À,0.0026
,,,,,,,0.0026,,,
Methyl iodide cation,[CH3I]+ (g),,944.79,935.4,¡À 0.18,kJ/mol,141.93844 ¡À,,141.93844 ¡À,0.00083
,,,,,,,0.00083,,,
Ethynol,"HCCOH (g, t-t triplet)",,409.5,406.4,¡À 3.2,kJ/mol,42.0367 ¡À,,42.0367 ¡À,0.0016
,,,,,,,0.0016,,,
Ethynol,"HCCOH (g, c-t triplet)",,455.7,452.3,¡À 3.2,kJ/mol,42.0367 ¡À,,42.0367 ¡À,0.0016
,,,,,,,0.0016,,,
3H-diazirin-3-ylidene-methylene,CC(NN) (g),,837.4,840.1,¡À 2.4,kJ/mol,52.0349 ¡À,,52.0349 ¡À,0.0016
,,,,,,,0.0016,,,
"2,2,4-Trimethylpentane",(CH3)2CHCH2C(CH3)3 (g),,-171.3,-223.7,¡À 1.5,kJ/mol,114.2285 ¡À,,114.2285 ¡À,0.0065
,,,,,,,0.0065,,,
(Methylamino)methyl anion,[CH3NHCH2]- (g),,200.9,184,¡À 3.2,kJ/mol,44.0763 ¡À,,44.0763 ¡À,0.0017
,,,,,,,0.0017,,,
